"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","FsizeD"
"595",0,"2","male",37,1,0,26,"S","Mr","small"
"596",0,"3","male",36,1,1,24.15,"S","Mr","small"
"597",1,"2","female",19,0,0,33,"S","Miss","singleton"
"598",0,"3","male",49,0,0,0,"S","Mr","singleton"
"599",0,"3","male",23,0,0,7.225,"C","Mr","singleton"
"600",1,"1","male",49,1,0,56.9292,"C","Rare Title","small"
"601",1,"2","female",24,2,1,27,"S","Mrs","small"
"602",0,"3","male",35,0,0,7.8958,"S","Mr","singleton"
"603",0,"1","male",36,0,0,42.4,"S","Mr","singleton"
"604",0,"3","male",44,0,0,8.05,"S","Mr","singleton"
"605",1,"1","male",35,0,0,26.55,"C","Mr","singleton"
"606",0,"3","male",36,1,0,15.55,"S","Mr","small"
"607",0,"3","male",30,0,0,7.8958,"S","Mr","singleton"
"608",1,"1","male",27,0,0,30.5,"S","Mr","singleton"
"609",1,"2","female",22,1,2,41.5792,"C","Mrs","small"
"610",1,"1","female",40,0,0,153.4625,"S","Miss","singleton"
"611",0,"3","female",39,1,5,31.275,"S","Mrs","large"
"612",0,"3","male",25,0,0,7.05,"S","Mr","singleton"
"613",1,"3","female",21,1,0,15.5,"Q","Miss","small"
"614",0,"3","male",31,0,0,7.75,"Q","Mr","singleton"
"615",0,"3","male",35,0,0,8.05,"S","Mr","singleton"
"616",1,"2","female",24,1,2,65,"S","Miss","small"
"617",0,"3","male",34,1,1,14.4,"S","Mr","small"
"618",0,"3","female",26,1,0,16.1,"S","Mrs","small"
"619",1,"2","female",4,2,1,39,"S","Miss","small"
"620",0,"2","male",26,0,0,10.5,"S","Mr","singleton"
"621",0,"3","male",27,1,0,14.4542,"C","Mr","small"
"622",1,"1","male",42,1,0,52.5542,"S","Mr","small"
"623",1,"3","male",20,1,1,15.7417,"C","Mr","small"
"624",0,"3","male",21,0,0,7.8542,"S","Mr","singleton"
"625",0,"3","male",21,0,0,16.1,"S","Mr","singleton"
"626",0,"1","male",61,0,0,32.3208,"S","Mr","singleton"
"627",0,"2","male",57,0,0,12.35,"Q","Rare Title","singleton"
"628",1,"1","female",21,0,0,77.9583,"S","Miss","singleton"
"629",0,"3","male",26,0,0,7.8958,"S","Mr","singleton"
"630",0,"3","male",26,0,0,7.7333,"Q","Mr","singleton"
"631",1,"1","male",80,0,0,30,"S","Mr","singleton"
"632",0,"3","male",51,0,0,7.0542,"S","Mr","singleton"
"633",1,"1","male",32,0,0,30.5,"C","Rare Title","singleton"
"634",0,"1","male",47,0,0,0,"S","Mr","singleton"
"635",0,"3","female",9,3,2,27.9,"S","Miss","large"
"636",1,"2","female",28,0,0,13,"S","Miss","singleton"
"637",0,"3","male",32,0,0,7.925,"S","Mr","singleton"
"638",0,"2","male",31,1,1,26.25,"S","Mr","small"
"639",0,"3","female",41,0,5,39.6875,"S","Mrs","large"
"640",0,"3","male",18,1,0,16.1,"S","Mr","small"
"641",0,"3","male",20,0,0,7.8542,"S","Mr","singleton"
"642",1,"1","female",24,0,0,69.3,"C","Miss","singleton"
"643",0,"3","female",2,3,2,27.9,"S","Miss","large"
"644",1,"3","male",28,0,0,56.4958,"S","Mr","singleton"
"645",1,"3","female",0.75,2,1,19.2583,"C","Miss","small"
"646",1,"1","male",48,1,0,76.7292,"C","Mr","small"
"647",0,"3","male",19,0,0,7.8958,"S","Mr","singleton"
"648",1,"1","male",56,0,0,35.5,"C","Rare Title","singleton"
"649",0,"3","male",21,0,0,7.55,"S","Mr","singleton"
"650",1,"3","female",23,0,0,7.55,"S","Miss","singleton"
"651",0,"3","male",21,0,0,7.8958,"S","Mr","singleton"
"652",1,"2","female",18,0,1,23,"S","Miss","small"
"653",0,"3","male",21,0,0,8.4333,"S","Mr","singleton"
"654",1,"3","female",27,0,0,7.8292,"Q","Miss","singleton"
"655",0,"3","female",18,0,0,6.75,"Q","Miss","singleton"
"656",0,"2","male",24,2,0,73.5,"S","Mr","small"
"657",0,"3","male",32,0,0,7.8958,"S","Mr","singleton"
"658",0,"3","female",32,1,1,15.5,"Q","Mrs","small"
"659",0,"2","male",23,0,0,13,"S","Mr","singleton"
"660",0,"1","male",58,0,2,113.275,"C","Mr","small"
"661",1,"1","male",50,2,0,133.65,"S","Rare Title","small"
"662",0,"3","male",40,0,0,7.225,"C","Mr","singleton"
"663",0,"1","male",47,0,0,25.5875,"S","Mr","singleton"
"664",0,"3","male",36,0,0,7.4958,"S","Mr","singleton"
"665",1,"3","male",20,1,0,7.925,"S","Mr","small"
"666",0,"2","male",32,2,0,73.5,"S","Mr","small"
"667",0,"2","male",25,0,0,13,"S","Mr","singleton"
"668",0,"3","male",27,0,0,7.775,"S","Mr","singleton"
"669",0,"3","male",43,0,0,8.05,"S","Mr","singleton"
"670",1,"1","female",37,1,0,52,"S","Mrs","small"
"671",1,"2","female",40,1,1,39,"S","Mrs","small"
"672",0,"1","male",31,1,0,52,"S","Mr","small"
"673",0,"2","male",70,0,0,10.5,"S","Mr","singleton"
"674",1,"2","male",31,0,0,13,"S","Mr","singleton"
"675",0,"2","male",30,0,0,0,"S","Mr","singleton"
"676",0,"3","male",18,0,0,7.775,"S","Mr","singleton"
"677",0,"3","male",24.5,0,0,8.05,"S","Mr","singleton"
"678",1,"3","female",18,0,0,9.8417,"S","Miss","singleton"
"679",0,"3","female",43,1,6,46.9,"S","Mrs","large"
"680",1,"1","male",36,0,1,512.3292,"C","Mr","small"
"681",0,"3","female",18,0,0,8.1375,"Q","Miss","singleton"
"682",1,"1","male",27,0,0,76.7292,"C","Mr","singleton"
"683",0,"3","male",20,0,0,9.225,"S","Mr","singleton"
"684",0,"3","male",14,5,2,46.9,"S","Mr","large"
"685",0,"2","male",60,1,1,39,"S","Mr","small"
"686",0,"2","male",25,1,2,41.5792,"C","Mr","small"
"687",0,"3","male",14,4,1,39.6875,"S","Mr","large"
"688",0,"3","male",19,0,0,10.1708,"S","Mr","singleton"
"689",0,"3","male",18,0,0,7.7958,"S","Mr","singleton"
"690",1,"1","female",15,0,1,211.3375,"S","Miss","small"
"691",1,"1","male",31,1,0,57,"S","Mr","small"
"692",1,"3","female",4,0,1,13.4167,"C","Miss","small"
"693",1,"3","male",23,0,0,56.4958,"S","Mr","singleton"
"694",0,"3","male",25,0,0,7.225,"C","Mr","singleton"
"695",0,"1","male",60,0,0,26.55,"S","Rare Title","singleton"
"696",0,"2","male",52,0,0,13.5,"S","Mr","singleton"
"697",0,"3","male",44,0,0,8.05,"S","Mr","singleton"
"698",1,"3","female",16,0,0,7.7333,"Q","Miss","singleton"
"699",0,"1","male",49,1,1,110.8833,"C","Mr","small"
"700",0,"3","male",42,0,0,7.65,"S","Mr","singleton"
"701",1,"1","female",18,1,0,227.525,"C","Mrs","small"
"702",1,"1","male",35,0,0,26.2875,"S","Mr","singleton"
"703",0,"3","female",18,0,1,14.4542,"C","Miss","small"
"704",0,"3","male",25,0,0,7.7417,"Q","Mr","singleton"
"705",0,"3","male",26,1,0,7.8542,"S","Mr","small"
"706",0,"2","male",39,0,0,26,"S","Mr","singleton"
"707",1,"2","female",45,0,0,13.5,"S","Mrs","singleton"
"708",1,"1","male",42,0,0,26.2875,"S","Mr","singleton"
"709",1,"1","female",22,0,0,151.55,"S","Miss","singleton"
"710",1,"3","male",9,1,1,15.2458,"C","Master","small"
"711",1,"1","female",24,0,0,49.5042,"C","Miss","singleton"
"712",0,"1","male",33,0,0,26.55,"S","Mr","singleton"
"713",1,"1","male",48,1,0,52,"S","Mr","small"
"714",0,"3","male",29,0,0,9.4833,"S","Mr","singleton"
"715",0,"2","male",52,0,0,13,"S","Mr","singleton"
"716",0,"3","male",19,0,0,7.65,"S","Mr","singleton"
"717",1,"1","female",38,0,0,227.525,"C","Miss","singleton"
"718",1,"2","female",27,0,0,10.5,"S","Miss","singleton"
"719",0,"3","male",40,0,0,15.5,"Q","Mr","singleton"
"720",0,"3","male",33,0,0,7.775,"S","Mr","singleton"
"721",1,"2","female",6,0,1,33,"S","Miss","small"
"722",0,"3","male",17,1,0,7.0542,"S","Mr","small"
"723",0,"2","male",34,0,0,13,"S","Mr","singleton"
"724",0,"2","male",50,0,0,13,"S","Mr","singleton"
"725",1,"1","male",27,1,0,53.1,"S","Mr","small"
"726",0,"3","male",20,0,0,8.6625,"S","Mr","singleton"
"727",1,"2","female",30,3,0,21,"S","Mrs","small"
"728",1,"3","female",23,0,0,7.7375,"Q","Miss","singleton"
"729",0,"2","male",25,1,0,26,"S","Mr","small"
"730",0,"3","female",25,1,0,7.925,"S","Miss","small"
"731",1,"1","female",29,0,0,211.3375,"S","Miss","singleton"
"732",0,"3","male",11,0,0,18.7875,"C","Mr","singleton"
"733",0,"2","male",57,0,0,0,"S","Mr","singleton"
"734",0,"2","male",23,0,0,13,"S","Mr","singleton"
"735",0,"2","male",23,0,0,13,"S","Mr","singleton"
"736",0,"3","male",28.5,0,0,16.1,"S","Mr","singleton"
"737",0,"3","female",48,1,3,34.375,"S","Mrs","large"
"738",1,"1","male",35,0,0,512.3292,"C","Mr","singleton"
"739",0,"3","male",24,0,0,7.8958,"S","Mr","singleton"
"740",0,"3","male",29,0,0,7.8958,"S","Mr","singleton"
"741",1,"1","male",61,0,0,30,"S","Mr","singleton"
"742",0,"1","male",36,1,0,78.85,"S","Mr","small"
"743",1,"1","female",21,2,2,262.375,"C","Miss","large"
"744",0,"3","male",24,1,0,16.1,"S","Mr","small"
"745",1,"3","male",31,0,0,7.925,"S","Mr","singleton"
"746",0,"1","male",70,1,1,71,"S","Rare Title","small"
"747",0,"3","male",16,1,1,20.25,"S","Mr","small"
"748",1,"2","female",30,0,0,13,"S","Miss","singleton"
"749",0,"1","male",19,1,0,53.1,"S","Mr","small"
"750",0,"3","male",31,0,0,7.75,"Q","Mr","singleton"
"751",1,"2","female",4,1,1,23,"S","Miss","small"
"752",1,"3","male",6,0,1,12.475,"S","Master","small"
"753",0,"3","male",33,0,0,9.5,"S","Mr","singleton"
"754",0,"3","male",23,0,0,7.8958,"S","Mr","singleton"
"755",1,"2","female",48,1,2,65,"S","Mrs","small"
"756",1,"2","male",0.67,1,1,14.5,"S","Master","small"
"757",0,"3","male",28,0,0,7.7958,"S","Mr","singleton"
"758",0,"2","male",18,0,0,11.5,"S","Mr","singleton"
"759",0,"3","male",34,0,0,8.05,"S","Mr","singleton"
"760",1,"1","female",33,0,0,86.5,"S","Rare Title","singleton"
"761",0,"3","male",44,0,0,14.5,"S","Mr","singleton"
"762",0,"3","male",41,0,0,7.125,"S","Mr","singleton"
"763",1,"3","male",20,0,0,7.2292,"C","Mr","singleton"
"764",1,"1","female",36,1,2,120,"S","Mrs","small"
"765",0,"3","male",16,0,0,7.775,"S","Mr","singleton"
"766",1,"1","female",51,1,0,77.9583,"S","Mrs","small"
"767",0,"1","male",47,0,0,39.6,"C","Rare Title","singleton"
"768",0,"3","female",30.5,0,0,7.75,"Q","Miss","singleton"
"769",0,"3","male",37,1,0,24.15,"Q","Mr","small"
"770",0,"3","male",32,0,0,8.3625,"S","Mr","singleton"
"771",0,"3","male",24,0,0,9.5,"S","Mr","singleton"
"772",0,"3","male",48,0,0,7.8542,"S","Mr","singleton"
"773",0,"2","female",57,0,0,10.5,"S","Mrs","singleton"
"774",0,"3","male",27,0,0,7.225,"C","Mr","singleton"
"775",1,"2","female",54,1,3,23,"S","Mrs","large"
"776",0,"3","male",18,0,0,7.75,"S","Mr","singleton"
"777",0,"3","male",65,0,0,7.75,"Q","Mr","singleton"
"778",1,"3","female",5,0,0,12.475,"S","Miss","singleton"
"779",0,"3","male",32,0,0,7.7375,"Q","Mr","singleton"
"780",1,"1","female",43,0,1,211.3375,"S","Mrs","small"
"781",1,"3","female",13,0,0,7.2292,"C","Miss","singleton"
"782",1,"1","female",17,1,0,57,"S","Mrs","small"
"783",0,"1","male",29,0,0,30,"S","Mr","singleton"
"784",0,"3","male",3,1,2,23.45,"S","Mr","small"
"785",0,"3","male",25,0,0,7.05,"S","Mr","singleton"
"786",0,"3","male",25,0,0,7.25,"S","Mr","singleton"
"787",1,"3","female",18,0,0,7.4958,"S","Miss","singleton"
"788",0,"3","male",8,4,1,29.125,"Q","Master","large"
"789",1,"3","male",1,1,2,20.575,"S","Master","small"
"790",0,"1","male",46,0,0,79.2,"C","Mr","singleton"
"791",0,"3","male",65,0,0,7.75,"Q","Mr","singleton"
"792",0,"2","male",16,0,0,26,"S","Mr","singleton"
"793",0,"3","female",10,8,2,69.55,"S","Miss","large"
"794",0,"1","male",58,0,0,30.6958,"C","Mr","singleton"
"795",0,"3","male",25,0,0,7.8958,"S","Mr","singleton"
"796",0,"2","male",39,0,0,13,"S","Mr","singleton"
"797",1,"1","female",49,0,0,25.9292,"S","Rare Title","singleton"
"798",1,"3","female",31,0,0,8.6833,"S","Mrs","singleton"
"799",0,"3","male",30,0,0,7.2292,"C","Mr","singleton"
"800",0,"3","female",30,1,1,24.15,"S","Mrs","small"
"801",0,"2","male",34,0,0,13,"S","Mr","singleton"
"802",1,"2","female",31,1,1,26.25,"S","Mrs","small"
"803",1,"1","male",11,1,2,120,"S","Master","small"
"804",1,"3","male",0.42,0,1,8.5167,"C","Master","small"
"805",1,"3","male",27,0,0,6.975,"S","Mr","singleton"
"806",0,"3","male",31,0,0,7.775,"S","Mr","singleton"
"807",0,"1","male",39,0,0,0,"S","Mr","singleton"
"808",0,"3","female",18,0,0,7.775,"S","Miss","singleton"
"809",0,"2","male",39,0,0,13,"S","Mr","singleton"
"810",1,"1","female",33,1,0,53.1,"S","Mrs","small"
"811",0,"3","male",26,0,0,7.8875,"S","Mr","singleton"
"812",0,"3","male",39,0,0,24.15,"S","Mr","singleton"
"813",0,"2","male",35,0,0,10.5,"S","Mr","singleton"
"814",0,"3","female",6,4,2,31.275,"S","Miss","large"
"815",0,"3","male",30.5,0,0,8.05,"S","Mr","singleton"
"816",0,"1","male",49,0,0,0,"S","Mr","singleton"
"817",0,"3","female",23,0,0,7.925,"S","Miss","singleton"
"818",0,"2","male",31,1,1,37.0042,"C","Mr","small"
"819",0,"3","male",43,0,0,6.45,"S","Mr","singleton"
"820",0,"3","male",10,3,2,27.9,"S","Master","large"
"821",1,"1","female",52,1,1,93.5,"S","Mrs","small"
"822",1,"3","male",27,0,0,8.6625,"S","Mr","singleton"
"823",0,"1","male",38,0,0,0,"S","Rare Title","singleton"
"824",1,"3","female",27,0,1,12.475,"S","Mrs","small"
"825",0,"3","male",2,4,1,39.6875,"S","Master","large"
"826",0,"3","male",45,0,0,6.95,"Q","Mr","singleton"
"827",0,"3","male",48,0,0,56.4958,"S","Mr","singleton"
"828",1,"2","male",1,0,2,37.0042,"C","Master","small"
"829",1,"3","male",40.5,0,0,7.75,"Q","Mr","singleton"
"830",1,"1","female",62,0,0,80,"C","Mrs","singleton"
"831",1,"3","female",15,1,0,14.4542,"C","Mrs","small"
"832",1,"2","male",0.83,1,1,18.75,"S","Master","small"
"833",0,"3","male",30,0,0,7.2292,"C","Mr","singleton"
"834",0,"3","male",23,0,0,7.8542,"S","Mr","singleton"
"835",0,"3","male",18,0,0,8.3,"S","Mr","singleton"
"836",1,"1","female",39,1,1,83.1583,"C","Miss","small"
"837",0,"3","male",21,0,0,8.6625,"S","Mr","singleton"
"838",0,"3","male",35,0,0,8.05,"S","Mr","singleton"
"839",1,"3","male",32,0,0,56.4958,"S","Mr","singleton"
"840",1,"1","male",53,0,0,29.7,"C","Mr","singleton"
"841",0,"3","male",20,0,0,7.925,"S","Mr","singleton"
"842",0,"2","male",16,0,0,10.5,"S","Mr","singleton"
"843",1,"1","female",30,0,0,31,"C","Miss","singleton"
"844",0,"3","male",34.5,0,0,6.4375,"C","Mr","singleton"
"845",0,"3","male",17,0,0,8.6625,"S","Mr","singleton"
"846",0,"3","male",42,0,0,7.55,"S","Mr","singleton"
"847",0,"3","male",11,8,2,69.55,"S","Mr","large"
"848",0,"3","male",35,0,0,7.8958,"C","Mr","singleton"
"849",0,"2","male",28,0,1,33,"S","Rare Title","small"
"850",1,"1","female",56,1,0,89.1042,"C","Mrs","small"
"851",0,"3","male",4,4,2,31.275,"S","Master","large"
"852",0,"3","male",74,0,0,7.775,"S","Mr","singleton"
"853",0,"3","female",9,1,1,15.2458,"C","Miss","small"
"854",1,"1","female",16,0,1,39.4,"S","Miss","small"
"855",0,"2","female",44,1,0,26,"S","Mrs","small"
"856",1,"3","female",18,0,1,9.35,"S","Mrs","small"
"857",1,"1","female",45,1,1,164.8667,"S","Mrs","small"
"858",1,"1","male",51,0,0,26.55,"S","Mr","singleton"
"859",1,"3","female",24,0,3,19.2583,"C","Mrs","small"
"860",0,"3","male",22,0,0,7.2292,"C","Mr","singleton"
"861",0,"3","male",41,2,0,14.1083,"S","Mr","small"
"862",0,"2","male",21,1,0,11.5,"S","Mr","small"
"863",1,"1","female",48,0,0,25.9292,"S","Mrs","singleton"
"864",0,"3","female",21,8,2,69.55,"S","Miss","large"
"865",0,"2","male",24,0,0,13,"S","Mr","singleton"
"866",1,"2","female",42,0,0,13,"S","Mrs","singleton"
"867",1,"2","female",27,1,0,13.8583,"C","Miss","small"
"868",0,"1","male",31,0,0,50.4958,"S","Mr","singleton"
"869",0,"3","male",30,0,0,9.5,"S","Mr","singleton"
"870",1,"3","male",4,1,1,11.1333,"S","Master","small"
"871",0,"3","male",26,0,0,7.8958,"S","Mr","singleton"
"872",1,"1","female",47,1,1,52.5542,"S","Mrs","small"
"873",0,"1","male",33,0,0,5,"S","Mr","singleton"
"874",0,"3","male",47,0,0,9,"S","Mr","singleton"
"875",1,"2","female",28,1,0,24,"C","Mrs","small"
"876",1,"3","female",15,0,0,7.225,"C","Miss","singleton"
"877",0,"3","male",20,0,0,9.8458,"S","Mr","singleton"
"878",0,"3","male",19,0,0,7.8958,"S","Mr","singleton"
"879",0,"3","male",19,0,0,7.8958,"S","Mr","singleton"
"880",1,"1","female",56,0,1,83.1583,"C","Mrs","small"
"881",1,"2","female",25,0,1,26,"S","Mrs","small"
"882",0,"3","male",33,0,0,7.8958,"S","Mr","singleton"
"883",0,"3","female",22,0,0,10.5167,"S","Miss","singleton"
"884",0,"2","male",28,0,0,10.5,"S","Mr","singleton"
"885",0,"3","male",25,0,0,7.05,"S","Mr","singleton"
"886",0,"3","female",39,0,5,29.125,"Q","Mrs","large"
"887",0,"2","male",27,0,0,13,"S","Rare Title","singleton"
"888",1,"1","female",19,0,0,30,"S","Miss","singleton"
"889",0,"3","female",4,1,2,23.45,"S","Miss","small"
"890",1,"1","male",26,0,0,30,"C","Mr","singleton"
"891",0,"3","male",32,0,0,7.75,"Q","Mr","singleton"
